"" "gene.id" "p.value" "q.value" "log.fc"
"2950" "YJL035C" 0.000987135560642759 0.0021890985890593 -0.717828539978739
"2951" "YLL038C" 0.00098902371603607 0.00219254257889121 -0.566523069693229
"2952" "YGL043W" 0.000989408063179888 0.0021926516088492 -0.410570872239842
"2953" "YML127W" 0.000989757960940604 0.00219268424668927 -0.377372254457169
"2954" "YPL175W" 0.000991039188251252 0.00219477940742711 -0.513727703365999
"2955" "YOR008C" 0.00100249753427847 0.00221940401666658 0.332442197566328
"2956" "YNL102W" 0.00100723215922528 0.00222913152423944 -0.337162740849649
"2957" "YGR169C-A" 0.00100940916225711 0.00223319402755698 -0.590168769662718
"2958" "YLR428C" 0.00101907660717616 0.00225381986617527 -1.02783884046303
"2959" "YDR460W" 0.00102614775299917 0.00226869165262609 0.456338180579726
"2960" "YBL093C" 0.00104191629363662 0.00230277580843608 0.470469800009487
"2961" "YMR227C" 0.00105339653764676 0.00232736242799228 0.37571920859572
"2962" "YGR260W" 0.00105998315563047 0.00234112417425205 -0.450231069090971
"2963" "YOR078W" 0.00106513628442233 0.00235171163438775 -0.442522447055757
"2964" "YJL225C" 0.00106664857673469 0.00235425606916274 0.306861959342196
"2965" "YOR358W" 0.00106847721089758 0.00235749676684383 0.531062991039769
"2966" "YPR140W" 0.00107258021244344 0.00236575176999494 0.446580997486778
"2967" "YDR322C-A" 0.00107965628594897 0.00238055659679075 0.6009571651172
"2968" "YOR155C" 0.00108513179469189 0.0023918235178148 0.396028128410849
"2969" "YMR095C" 0.00109574752825652 0.00241440900298221 1.06572203292874
"2970" "YBR198C" 0.00110019788491793 0.00242339884280575 -0.353960157458001
"2971" "YLR361C-A" 0.00110241572516062 0.00242746673645264 0.642004383878518
"2972" "YNL272C" 0.00110853762287144 0.00244012554805685 -0.363322484857213
"2973" "YPL176C" 0.0011089683421922 0.00244025257134927 -0.363447161746768
"2974" "YMR134W" 0.00111617400687092 0.00245528256656004 -0.439633751261556
"2975" "YLR400W" 0.00111867818276454 0.00245996392324222 -1.83420112621096
"2976" "YLR028C" 0.0011198448327216 0.00246170191386584 0.308629946403958
"2977" "YDR150W" 0.00112101547111683 0.00246344750152715 0.319894924916572
"2978" "YBR179C" 0.00112261570471072 0.0024661356414431 0.36938574408457
"2979" "YOR332W" 0.00112405199770836 0.0024684619566996 -0.376551687934813
"2980" "YOR365C" 0.0011262540556084 0.00247246779590274 0.708056349094244
"2981" "YML027W" 0.00112695929011503 0.00247318607042352 0.466738076605133
"2982" "YEL019C" 0.00113627559264435 0.00249279507950346 0.919721570222342
"2983" "YML060W" 0.00115159494802637 0.00252555620180641 -0.543680666544935
"2984" "YER128W" 0.00115405441815879 0.00253010187788031 0.579334390408829
"2985" "YAR050W" 0.00116385807082483 0.00255074020078259 0.710399760451316
"2986" "YML046W" 0.00116971317277661 0.00256271385676645 -0.458790762934399
"2987" "YLR191W" 0.00117777975983909 0.00257952299593817 0.445724544811012
"2988" "YLR246W" 0.00118722420743301 0.00259933760543064 0.591434297898676
"2989" "YGL232W" 0.00118851185114776 0.0026012862262324 -0.452212562146234
"2990" "YCL017C" 0.00119055365284561 0.0026048836110087 0.327475963771553
"2991" "YFL002C" 0.00119452058848837 0.00261268929785722 -0.388239693571254
"2992" "YIL050W" 0.00119728307068006 0.00261785623275031 0.408701728746981
"2993" "YML133C" 0.00120075301735321 0.00262456606733201 0.353636380299083
"2994" "YBR276C" 0.00120408743871025 0.00263097529193134 -0.329548268137412
"2995" "YKR002W" 0.00120553634033309 0.00263326168229017 0.357410498574167
"2996" "YHR163W" 0.00120714510436542 0.00263589561841074 -0.313470833741878
"2997" "YFL060C" 0.00121871382976343 0.00266026889366445 0.943905016340146
"2998" "YPR135W" 0.00123369341180363 0.00269206881254816 0.372494771046641
"2999" "YJR003C" 0.00124090112348145 0.00270689401461008 -0.433839526461285
"3000" "YJR129C" 0.00125116098726559 0.00272836505956382 0.601251707492504
"3001" "YGR237C" 0.00125316456813117 0.00273182359370679 0.406451670105361
"3002" "YIL167W" 0.00125999068255208 0.00274578915564814 0.90315835286667
"3003" "YIL086C" 0.00126435555475774 0.00275438362944561 2.33794188109767
"3004" "YCL028W" 0.00126820347941494 0.00276175415917844 0.37300757350838
"3005" "YOL111C" 0.001268583192958 0.00276175415917844 0.480251786469174
"3006" "YLR272C" 0.00127196218087259 0.00276729667655009 -0.357201107125207
"3007" "YHR110W" 0.00127197510033417 0.00276729667655009 0.406411333357144
"3008" "YMR035W" 0.00127616741686658 0.00277549442857087 0.62981043167665
"3009" "YGL164C" 0.0012801127853762 0.00278314983115025 0.438388848736972
"3010" "YFR002W" 0.00128313209600369 0.00278856714295101 -0.331456238745967
"3011" "YNL044W" 0.00128373047805148 0.00278856714295101 -0.447857999083961
"3012" "YMR177W" 0.00128388325199762 0.00278856714295101 -0.533943213394374
"3013" "YHR037W" 0.00128768220937982 0.0027958901472827 0.319105712405849
"3014" "YGR082W" 0.00129364848668886 0.00280718597061861 -0.410247556983996
"3015" "YBR158W" 0.00129374284644071 0.00280718597061861 -0.319652693381853
"3016" "YKL033W-A" 0.00129645397471781 0.00281213590935144 -0.383000846046433
"3017" "YOL149W" 0.00129717259090045 0.00281276204496876 -0.43722795379739
"3018" "YHR080C" 0.00129940832350564 0.00281667635930216 0.35407642853087
"3019" "YDR400W" 0.00130045790210056 0.00281801775274655 -0.531403310748847
"3020" "YPL044C" 0.00130638791192109 0.00282993037079065 -1.81908425128791
"3021" "YNR052C" 0.00131436733810523 0.00284627313005111 -0.392434813004639
"3022" "YHR214C-B" 0.00132654201966036 0.00287168692674325 -0.500447749111509
"3023" "YBR051W" 0.00132760685533183 0.00287304136539228 3.0341295226693
"3024" "YLR066W" 0.00132988871021326 0.00287702775866904 -0.421944247222373
"3025" "YPR024W" 0.00133200216408935 0.0028806473247843 -0.305695724451132
"3026" "YBL100W-B" 0.00133912000745923 0.00289508363806949 -0.341238301323444
"3027" "YGR257C" 0.00134182385965386 0.00289997082585251 -0.403457810592757
"3028" "YMR150C" 0.00134259968118683 0.00290068927157341 0.502276450835701
"3029" "YDR283C" 0.00134725403240788 0.00290978404754452 0.348004179682956
"3030" "YJL042W" 0.00135027021961514 0.00291454075778884 0.333283362686855
"3031" "YOR392W" 0.00135034745289789 0.00291454075778884 4.16576613154171
"3032" "YOL151W" 0.00136294815564399 0.00294076742553529 0.964798765109891
"3033" "YHR017W" 0.00137663786451107 0.00296932572028731 0.402040313949434
"3034" "YGL124C" 0.0013788404851676 0.00297309639221043 0.474128578102401
"3035" "YGR080W" 0.00138584307642286 0.00298721100690555 0.405734372011691
"3036" "YMR052C-A" 0.00140352759935918 0.00302433384552299 1.50112986673217
"3037" "YPR032W" 0.00141033063856791 0.00303799243908834 0.365181952222783
"3038" "YOR354C" 0.00143090390080237 0.00308129470673111 -0.336943099013311
"3039" "YGR231C" 0.00143704033023222 0.00309349056939097 0.303792447334741
"3040" "YBR237W" 0.00143886527251803 0.0030964002015832 0.376055232442443
"3041" "YLL058W" 0.00144341881537363 0.00310517786589092 0.524422406385778
"3042" "YDL235C" 0.00145186122207255 0.00312231298974314 -0.500525384096154
"3043" "YPR159W" 0.00148208634502763 0.00318626647031572 -0.290770771393672
"3044" "YGR036C" 0.00148615560263131 0.00319396516176546 -0.629095151570367
"3045" "YER106W" 0.00149299613587398 0.00320761271621924 1.92079350304282
"3046" "YDR219C" 0.00149670491806464 0.00321452513919201 0.41938687060275
"3047" "YIR011C" 0.00150336303055536 0.00322776532520288 0.359018436721588
"3048" "YGR262C" 0.00150740686110581 0.00323538572354141 -0.454490744628325
"3049" "YPR011C" 0.00151710107507014 0.00325512470748076 0.444206676126188
"3050" "YMR097C" 0.0015203527276227 0.00326103198167466 0.476079364062633
"3051" "YPR180W" 0.00152785698867402 0.00327605389049669 0.424049172150342
"3052" "YFL033C" 0.00153759641539554 0.0032958570607856 0.34537763387541
"3053" "YLR139C" 0.00154857650582856 0.00331830576519175 -0.464419805187771
"3054" "YDL026W" 0.00155830712335813 0.00333806326162701 1.20895072352122
"3055" "YLR096W" 0.00155886424440438 0.00333816362909769 -0.337577807685698
"3056" "YPL218W" 0.00156105043008525 0.00334175128063406 -0.334667256166205
"3057" "YPR085C" 0.00156658411996676 0.00335208695631681 0.468508147297189
"3058" "YOL143C" 0.00156690338006983 0.00335208695631681 0.394641292275383
"3059" "YJL223C" 0.00157175294158072 0.00336136245303075 -1.9740676028744
"3060" "YGR171C" 0.00158141783811805 0.00338092663299618 -0.447054423635926
"3061" "YML119W" 0.00159718396463992 0.00341351764020724 0.51589985895173
"3062" "YER185W" 0.00159877181934189 0.00341579531095189 1.06765375665762
"3063" "YDL129W" 0.00160068146736655 0.00341875878534507 0.717852856908389
"3064" "YML034W" 0.00160297568370328 0.00342254142388606 0.345654030194045
"3065" "YNL027W" 0.00162407441780985 0.00346645834953084 0.380427148181629
"3066" "YPL060C-A" 0.00163356628300571 0.00348558076432594 1.04113472339923
"3067" "YOL009C" 0.00163845639578081 0.00349487503788654 0.555492523937921
"3068" "YPR164W" 0.00163969361120778 0.0034963740562325 0.371462108634382
"3069" "YDR207C" 0.00164301208049436 0.00350230857953538 0.410228634724953
"3070" "YLR045C" 0.00165493831776212 0.00352658191361557 -0.352288448340695
"3071" "YOR327C" 0.0016576900497366 0.0035312954429752 0.492137184837092
"3072" "YMR100W" 0.00169967341036305 0.00361955190449058 0.600512051282793
"3073" "YDR162C" 0.00172529701026976 0.00367292321548479 0.452892472185166
"3074" "YPL194W" 0.0017390459994909 0.003700988590979 0.540561772011578
"3075" "YER168C" 0.00174576956955254 0.00371408927610169 -0.396350355165865
"3076" "YNL207W" 0.00174823329385692 0.00371812165423016 -0.4007459347903
"3077" "YLR208W" 0.0017503309994386 0.00372137322012588 -0.328979521984037
"3078" "YDR049W" 0.00175285986628061 0.00372553906601941 -0.419247455174751
"3079" "YPL098C" 0.0017555593312628 0.00373006467850641 0.487615070108127
"3080" "YEL049W" 0.00176582770970315 0.00375066392106429 1.61330687843635
"3081" "YDR113C" 0.00178160733812344 0.00378295203051072 0.45579189836036
"3082" "YOL062C" 0.00180459260692062 0.00383051422273677 -0.336447048061587
"3083" "YMR183C" 0.00181136134182016 0.00384363473830278 -0.341617555490905
"3084" "YGL137W" 0.00181328991286462 0.00384647944551242 -0.284967338372195
"3085" "YDR004W" 0.00182661389150494 0.00387348722146688 0.392397290374859
"3086" "YLL003W" 0.00182817911461927 0.00387555015160054 0.346053351111229
"3087" "YPL028W" 0.00183140721867243 0.00388083745601383 -0.29652896130844
"3088" "YBL105C" 0.00183245398454835 0.00388083745601383 0.330669539089198
"3089" "YOR073W" 0.00183271497810182 0.00388083745601383 -0.462852170109897
"3090" "YOR164C" 0.00183304612336942 0.00388083745601383 -0.394962625878864
"3091" "YOL157C" 0.00183506017020142 0.00388384459186597 0.681796347361254
"3092" "YCR098C" 0.00185042279112893 0.00391509246428379 0.714142678872024
"3093" "YJR004C" 0.00185164341268816 0.00391640840795537 0.45455162487889
"3094" "YDR386W" 0.00186530011257129 0.00394401853149365 0.448950092019289
"3095" "YER013W" 0.00186750351823337 0.00394740162076986 -0.410003376263317
"3096" "YOL070C" 0.001881005183262 0.00397465630132429 0.363211066457679
"3097" "YNR057C" 0.0018828009467527 0.00397716622333103 0.483648934375713
"3098" "YNL162W-A" 0.00188728085392764 0.00398534259083105 -1.85845638197735
"3099" "YOR396W" 0.00194085823247135 0.00409715861788563 0.281149053229161
"3100" "YLR433C" 0.00196381766339661 0.00414428875933568 0.412947315030259
"3101" "YDR079C-A" 0.00196804867268973 0.00415187823822516 -0.923003796422203
"3102" "YPR073C" 0.00197020516839103 0.00415508775358289 -0.457522067408681
"3103" "YLR177W" 0.00197231756835217 0.00415820223401867 -0.411838103560059
"3104" "YPL016W" 0.00197413701031123 0.00416069726851033 0.337767594629988
"3105" "YLR312W-A" 0.00197553360277273 0.00416229978400618 -0.385945205337756
"3106" "YOR154W" 0.00197954425128511 0.00416906651657832 -0.435283249713795
"3107" "YIL026C" 0.00198001982069839 0.00416906651657832 0.342773660551729
"3108" "YPL155C" 0.0020085855457785 0.00422785284442823 -0.500837237294519
"3109" "YBR230W-A" 0.00201851424219869 0.00424738506673008 1.39682128688772
"3110" "YNL225C" 0.00203475887616249 0.00428019053628778 0.410825706951649
"3111" "YFL040W" 0.00204768337265773 0.00430599312887394 1.29289025845889
"3112" "YCL056C" 0.00204851333108061 0.00430635418121123 0.74300106956031
"3113" "YHR082C" 0.00205000182302245 0.00430809891622642 0.306759696678234
"3114" "YDL213C" 0.00207897168710321 0.00436757635742748 -0.375179304712896
"3115" "YOR301W" 0.00208196326739877 0.00437245704504744 -0.553811598980374
"3116" "YOR342C" 0.00208856428398925 0.00438491256285549 -0.38723018129343
"3117" "YCR101C" 0.00209814839796366 0.00440362105212648 -1.18317835625709
"3118" "YDL179W" 0.00209925627086866 0.0044045332020599 -0.489601191540563
"3119" "YFL025C" 0.00212584541123164 0.00445889088819409 -0.356908880830106
"3120" "YJL156C" 0.00213118580467573 0.0044686594660861 0.344113011335175
"3121" "YIL088C" 0.00214199299662613 0.00448988086636596 -0.310000126052891
"3122" "YEL015W" 0.00214646914966425 0.00449782228606775 -0.337737397965221
"3123" "YPL250C" 0.00214766159495061 0.00449887997251581 0.442652414335161
"3124" "YLR079W" 0.00215007941735284 0.00450250305644119 0.339169118618195
"3125" "YOR288C" 0.00215318250719023 0.00450755838785231 -0.53533477443323
"3126" "YAL018C" 0.00216904291521438 0.00453930862166747 1.78025429250452
"3127" "YGR212W" 0.00217476910667875 0.00454983674316993 0.589070081225686
"3128" "YAR020C" 0.00217737090192466 0.00455382367020177 2.94504983645432
"3129" "YGR026W" 0.0021811916939718 0.00456035668327374 -0.321915432419928
"3130" "YCR100C" 0.00218664134416332 0.0045702899915388 -0.80524543121804
"3131" "YPL214C" 0.00219092830973913 0.00457778760853191 0.411257217840816
"3132" "YBR255W" 0.00222980498941881 0.0046575300896481 0.40869320965886
"3133" "YOL141W" 0.0022449145756118 0.00468759372922197 -0.63244944547408
"3134" "YGR001C" 0.00225636663465613 0.00471000335798353 -0.399300101181332
"3135" "YOR192C-B" 0.00226057827227398 0.00471728965142467 -0.343089547486346
"3136" "YLL018C" 0.00226993248474348 0.00473529920765046 -0.268611179771483
"3137" "YJR104C" 0.00227204021917267 0.00473818524508372 -0.269499522976389
"3138" "YNL150W" 0.00228433139034997 0.00476229953972897 -0.507829525244102
"3139" "YPR186C" 0.0022873417189556 0.00476705623619227 -0.517762147095406
"3140" "YGL241W" 0.0023088821144818 0.00481041617609551 -0.352047587482478
"3141" "YLR430W" 0.00230989034930025 0.00481098461162758 -0.297854846014701
"3142" "YBR246W" 0.00231227976470191 0.00481442845979628 -0.532710816890199
"3143" "YIL164C" 0.00231829852888373 0.00482542442760336 -0.491416278364531
"3144" "YBR058C" 0.00234069745777192 0.00487049706384985 0.3432339874245
"3145" "YDL210W" 0.00237607293015466 0.00494253389795606 0.756539381314139
"3146" "YPR028W" 0.00238447059948056 0.00495842551233371 -0.30542968011328
"3147" "YOL033W" 0.00238562386165304 0.00495924731583546 -0.408625788568634
"3148" "YGL167C" 0.00239370121835098 0.00497445786863155 -0.28412665172796
"3149" "YLR055C" 0.00240387362031003 0.00499401118579493 -0.348219952833018
"3150" "YNR031C" 0.00246437542073433 0.00511807746109333 -0.327413684555454
"3151" "YFR003C" 0.00247851623344798 0.00514581186899928 0.435640742170189
"3152" "YMR294W" 0.00248713584729853 0.00516059250451621 0.445517861270774
"3153" "YIL131C" 0.0024876623575972 0.00516059250451621 -0.36175965579404
"3154" "YER173W" 0.00248800195035832 0.00516059250451621 0.461159315284923
"3155" "YDR155C" 0.00249292386939654 0.00516916258433983 0.249137190918123
"3156" "YIL149C" 0.00250576165365042 0.00519413584859983 -0.295431977704275
"3157" "YDR020C" 0.00252293418827215 0.00522807585038847 -0.73406632700038
"3158" "YDR352W" 0.00252630977716951 0.005233413097607 -0.507470352794764
"3159" "YHR181W" 0.00255669642118318 0.00529468438980067 -0.422938273398752
"3160" "YDR312W" 0.00257118822504606 0.0053230105595732 -0.418600411764392
"3161" "YFL049W" 0.00257271367278037 0.00532354394487817 0.369861458071238
"3162" "YGR042W" 0.00257307336498086 0.00532354394487817 0.427333718411891
"3163" "YKR102W" 0.00257653244751958 0.00532901526135728 1.09101964911116
"3164" "YGL023C" 0.00259211139638776 0.00535954259012918 0.306910379732374
"3165" "YKL051W" 0.002630056183698 0.00543628042772585 -0.528061741080634
"3166" "YDL017W" 0.00265342306512808 0.00548284702844848 0.47611887050392
"3167" "YOR221C" 0.00266305125878504 0.00550100452635672 0.40810436724647
"3168" "YFR037C" 0.00267173225053285 0.00551719456533645 -0.302319544059437
"3169" "YIL156W-B" 0.00267918959530306 0.00553084832201723 0.528879540066443
"3170" "YDL106C" 0.0026831606709354 0.00553729877263703 0.395588800423768
"3171" "YLL040C" 0.0026954555134376 0.00556091768177509 0.303471517391974
"3172" "YBR073W" 0.00272717684137677 0.00562458729391137 -0.309270804588454
"3173" "YNL001W" 0.00275024285365377 0.00567037149341411 -0.49937218236504
"3174" "YNL101W" 0.00276976898354131 0.00570883071528898 -0.355299394548736
"3175" "YLR279W" 0.00277549670752924 0.00571705460402664 1.1797555530938
"3176" "YGL144C" 0.0027755067903376 0.00571705460402664 0.703231216651219
"3177" "snR49" 0.00279145010386974 0.00574808516824547 -2.7696487400534
"3178" "YDR350C" 0.00280258929719546 0.00576920679114309 0.388607210233882
"3179" "YMR013C" 0.00284476515115222 0.00585418484392507 -0.411800620435352
"3180" "YKL164C" 0.00284746460239073 0.00585789730466672 -0.262080725903996
"3181" "YBR242W" 0.00286873105958543 0.00589936677958305 -0.465988412616273
"3182" "YLL027W" 0.00286942603066849 0.00589936677958305 0.347219610898466
"3183" "YJL096W" 0.00289310689636411 0.00594618451649828 -0.44428270574068
"3184" "YER177W" 0.00290056270892118 0.0059596360683927 -0.263860949543325
"3185" "YLR308W" 0.00290295199942856 0.00596267252127524 3.69108883251125
"3186" "YNL318C" 0.00290759164247508 0.00597032784842184 3.49220770104547
"3187" "YDL117W" 0.00292637393367589 0.00600700918547464 -0.348808892370524
"3188" "YKL114C" 0.00293929300865738 0.00603163577874423 -0.351034879298683
"3189" "YGL262W" 0.00294292246863358 0.00603718996230821 1.07868047265645
"3190" "YBR019C" 0.00294579929597517 0.00604055398747002 0.631120397720216
"3191" "YDR153C" 0.00294640901467698 0.00604055398747002 0.341345084214461
"3192" "YNL042W" 0.00295932141313915 0.00606512552780587 -0.563311397477507
"3193" "YNR041C" 0.00297602497829823 0.00609744923521046 -0.475501652412784
"3194" "YMR195W" 0.00299351856261128 0.00613137083174796 -0.892301456712395
"3195" "YHR124W" 0.00301150752060125 0.00616628550853627 0.769746695843775
"3196" "YOR145C" 0.00302481036848685 0.00619158617980006 -0.33672658532237
"3197" "YDL093W" 0.0030340805783309 0.00620850446662277 -0.386482919113175
"3198" "YLR198C" 0.00303497359893911 0.00620850446662277 -1.48569835306116
"3199" "YLL054C" 0.00304622279337532 0.00622956846335148 -0.409075621328906
"3200" "YGL095C" 0.00306693164158243 0.00626995837476009 0.36641394729856
"3201" "YDR375C" 0.00309206461351396 0.00631936479275487 -0.351674233147002
"3202" "YGL033W" 0.00310741789919286 0.00634875949297929 1.50658573807059
"3203" "YLR436C" 0.00311237582044463 0.00635690372068335 0.326166393831301
"3204" "YNL275W" 0.0031498160588094 0.00643136599773131 0.409632867819335
"3205" "YDL207W" 0.00315842250139137 0.00644692667834707 0.35160140713674
"3206" "YLL021W" 0.00316037032147446 0.00644889040645225 -0.35419727873254
"3207" "YLR100W" 0.0031833500412139 0.00649375614893088 -0.302168902084415
"3208" "YLR336C" 0.0031942743649377 0.00651400963074265 -0.362876165909531
"3209" "YGR238C" 0.00319602873867131 0.00651555625066617 -0.368306868916224
"3210" "YKR021W" 0.00322149246933203 0.00656542172410284 0.357176486429649
"3211" "YGR203W" 0.00330426593415935 0.00673201735947383 0.530151686723873
"3212" "YJL060W" 0.00333356327800653 0.00678911839836562 -0.296248812758956
"3213" "YCL007C" 0.00333436829928901 0.00678911839836562 -0.559489569817535
"3214" "YCL057C-A" 0.00333660209896034 0.00679155287224597 0.376248188984991
"3215" "YHR069C" 0.00334401832841293 0.00680453123000852 -0.376531260967023
"3216" "YHR190W" 0.00335741353192403 0.0068296639694798 -0.281246534118459
"3217" "YBL100C" 0.00336765791246355 0.00684837365972538 0.831026756841929
"3218" "YNL334C" 0.00338609115779316 0.00688371919026813 0.869649970944895
"3219" "YDR458C" 0.00339948329940326 0.00690879768396898 0.319481820525441
"3220" "YDR503C" 0.00340300175368083 0.00691380045732297 0.532439232864605
"3221" "YGR117C" 0.00341067439844287 0.0069272374773714 -0.342672801680184
"3222" "YDR389W" 0.00341824771238132 0.00693986653943837 -0.341047622333001
"3223" "YMR141C" 0.00341901404105929 0.00693986653943837 1.41552114053192
"3224" "YPR104C" 0.00342353148393793 0.00694688057317679 -0.369145181573417
"3225" "YJL124C" 0.00342965029558418 0.00695713867711991 -0.41817142019012
"3226" "YOR279C" 0.00344440286879706 0.00698489881204909 0.534377658070878
"3227" "YBR131W" 0.00345771360499984 0.00700971874927455 -0.510113529606834
"3228" "YGL226W" 0.00346533880553348 0.00702300076387858 0.713217446200066
"3229" "YCR047C" 0.00347353593606859 0.0070374332901086 -0.459144800754178
"3230" "YJL100W" 0.00349695287339637 0.00708165878254668 0.366636868134392
"3231" "YNL289W" 0.00349752973500586 0.00708165878254668 0.561960146019377
"3232" "YDR294C" 0.00349996352102247 0.00708439398345575 0.29695640616427
"3233" "YKL028W" 0.00352359971549483 0.00713003072649773 -0.391052012891845
"3234" "YOL022C" 0.0035366193174819 0.0071541631338796 -0.370532537325138
"3235" "YGR186W" 0.00355981660360133 0.00719886251028127 0.269633201905987
"3236" "YIL027C" 0.00356654769628207 0.00721024568265677 -0.471995402667027
"3237" "YBR281C" 0.00358518257879146 0.0072456794656947 -0.320035356295711
"3238" "YFR007W" 0.00359346703475292 0.00726017953716912 0.481262299259199
"3239" "YLL010C" 0.00360230131691164 0.00727578117173077 -0.421461066784791
"3240" "YOL125W" 0.00360759342958346 0.00728422105442438 -0.498869037079835
"3241" "YDR392W" 0.00362753128614484 0.00732221835049663 0.379106391826535
"3242" "YDR014W" 0.00363670230216852 0.0073384659040057 0.546876319587769
"3243" "YOL057W" 0.00367686438944327 0.00741722073257413 0.301519110948977
"3244" "YPL231W" 0.00368936461877406 0.00744014282861278 0.246969342099042
"3245" "YJR135C" 0.00373621074931057 0.00753229298058236 0.694974429407147
"3246" "YBR004C" 0.00375091314114536 0.00755960374903664 -0.428694464931433
"3247" "YPR136C" 0.00376875750971091 0.00759322809625154 -1.24242501911088
"3248" "NME1" 0.00377154021157214 0.00759649509362836 -1.48697773385822
"3249" "YHR031C" 0.00378603058054361 0.00762333396673325 -0.436349853707581
"3250" "YNL164C" 0.00381813035382495 0.00768560269991472 0.407605649102022
"3251" "YEL069C" 0.00383076325573722 0.00770865986435955 1.69812113437745
"3252" "YNL146W" 0.00386711603166976 0.00777941976604661 1.39681428225277
"3253" "YDR435C" 0.00388248932934307 0.00780794503306558 0.67582455031598
"3254" "YGR281W" 0.00389465609416429 0.00783000619791727 0.328098396295629
"3255" "YFR012W" 0.00390857780362464 0.00785558094971196 1.24367909023118
"3256" "YAR014C" 0.00391241635308951 0.00786088076840035 -0.290534928389208
"3257" "YLR371W" 0.00392858077660672 0.00789093504469178 0.333840875090193
"3258" "YOR250C" 0.0039422338195341 0.00791592806856724 0.458262764178378
"3259" "YGR195W" 0.00396968905292056 0.00796735501355528 -0.535703608344053
"3260" "YJR057W" 0.00397028085359068 0.00796735501355528 -0.465915751095723
"3261" "snR84" 0.00397762668866805 0.00797964851188789 -1.06070108631182
"3262" "YBL018C" 0.00398239045416799 0.00798675608558155 -0.566346756243605
"3263" "YKL202W" 0.003997345520359 0.00801410732886376 1.58433408294039
"3264" "YBR287W" 0.00399859184579027 0.00801410732886376 -0.31460221376191
"3265" "YKL196C" 0.0039997035201376 0.00801410732886376 -0.299094982602979
"3266" "YLR404W" 0.00401767162632784 0.00804764475794144 0.511353093614647
"3267" "YDR156W" 0.00402836234041329 0.00806470122232064 -0.567646647535833
"3268" "YDR072C" 0.00402865233790031 0.00806470122232064 0.311774551775285
"3269" "YKL174C" 0.00403082000668877 0.00806657218836278 -0.370861529747123
"3270" "YBR234C" 0.00404144083508296 0.00808535349942285 -0.294052024420217
"3271" "YOR132W" 0.00405110210464091 0.00810220420928183 0.341865613821374
"3272" "YKL125W" 0.0040944752336971 0.00818644773192128 -0.34776783617311
"3273" "YMR132C" 0.00411184438698244 0.00821866360514486 -0.660140927317866
"3274" "YLR232W" 0.00416130306622849 0.00831333387922891 1.09947652956971
"3275" "YDR286C" 0.00416174999304107 0.00831333387922891 0.635631291116139
"3276" "YML039W" 0.00420986133726254 0.00840687205994247 -0.596181788647479
"3277" "YHL029C" 0.00423129699146449 0.00844605240098771 0.324837490567719
"3278" "YOR394W" 0.00423206355402594 0.00844605240098771 Inf
"3279" "YBR202W" 0.004239669684906 0.00845865174707383 0.313480626594057
"3280" "YGL084C" 0.00425519673780555 0.00848704178619632 -0.321861669091973
"3281" "YEL077C" 0.004256700589285 0.00848745359801964 0.321649253071208
"3282" "YGL136C" 0.00428403437599094 0.00853935188535428 0.464526742894144
"3283" "YNL286W" 0.00429840135580169 0.00856537973489329 0.452774777233686
"3284" "YHR166C" 0.00430568735754792 0.00857728583833085 0.402761205420019
"3285" "YOR219C" 0.00430948621169253 0.00858000029776075 -0.353467556167296
"3286" "YBR218C" 0.00430967303247353 0.00858000029776075 0.260511699292003
"3287" "YIR039C" 0.00432997395101309 0.00861779421585874 0.670467010410472
"3288" "YAR066W" 0.00433294366097924 0.00862108194346905 1.11215097005102
"3289" "YJL151C" 0.00437855907725816 0.00870919230265213 0.398670773881954
"3290" "YBR173C" 0.00439036172172487 0.00873001409833559 0.318013368009872
"3291" "YNL221C" 0.00439255777005461 0.00873172680999613 -0.286811020541153
"3292" "YML114C" 0.0044097088166077 0.00876315767869003 -0.430838388013299
"3293" "YDR227W" 0.00441921215658825 0.00877937623091415 0.321317420960882
"3294" "YLR387C" 0.00442228466158975 0.00878281307107473 0.297576976067817
"3295" "YJR030C" 0.00442616563960446 0.00878785299371544 -0.366210772963746
"3296" "snR37" 0.00443359395682382 0.00879993072376864 -1.2331958010204
"3297" "YLR122C" 0.00447666437030364 0.00888163010421747 2.3414216130767
"3298" "YBR262C" 0.00447747112254803 0.00888163010421747 0.492421295414257
"3299" "YLL015W" 0.00447981021631889 0.00888357636712889 0.279159667183861
"3300" "YPL195W" 0.00449662808744388 0.00891422452971451 -0.288995538878482
"3301" "YMR207C" 0.00450906598559735 0.00893617378908751 -0.305101152879484
"3302" "YMR069W" 0.00456446403899665 0.00904322342311207 -0.876381535053109
"3303" "YGL098W" 0.00457737487725038 0.00906605705327641 0.453833800835576
"3304" "YML094C-A" 0.00460146260389248 0.00911100737126653 -1.08032818122861
"3305" "YCR089W" 0.00460375608688446 0.00911279041464392 0.339710538594762
"3306" "YBR228W" 0.00461842078368309 0.00913905286353744 0.495021947986314
"3307" "YBL036C" 0.00463613014472544 0.00917132246954756 -0.341946856535324
"3308" "YNL339C" 0.00465104362347982 0.00919804334486245 0.556093386829665
"3309" "YKR097W" 0.00465533008704315 0.0092037381170856 3.07779923803067
"3310" "YNL056W" 0.00467638567364587 0.00924257253081308 -0.44702475224486
"3311" "YMR180C" 0.0046824697950124 0.00925180229506829 0.4878273539284
"3312" "YKR090W" 0.00471527423213266 0.00931380556359053 -0.387501440895147
