"" "gene.id" "p.value" "q.value" "log.fc" "test.stat"
"1993" "YGL131C" 4.81341874098652e-10 1.57999926761334e-09 0.621207023267963 38.7514931751098
"1994" "YLL022C" 4.88888955584002e-10 1.60396767674551e-09 0.593359736302343 38.7211258572776
"1995" "YKR024C" 5.0120851597438e-10 1.64356196065383e-09 -0.580547152763145 38.6725496959413
"1996" "YGR102C" 5.02959943301293e-10 1.64847893240334e-09 0.774188741629764 38.6657410249831
"1997" "YBR168W" 5.05636532840533e-10 1.65642173151866e-09 0.754411807694784 38.6553815084234
"1998" "YNR054C" 5.0987057346571e-10 1.66945610190824e-09 -0.708219708417079 38.6391055990797
"1999" "YDL236W" 5.13084260261847e-10 1.67913818440871e-09 -0.551716557917612 38.62684206864
"2000" "YDL171C" 5.28164142983162e-10 1.72762491169792e-09 0.63652410201135 38.570305160724
"2001" "YDL010W" 5.28583246744548e-10 1.7281317342343e-09 0.680205993877258 38.5687570538977
"2002" "YMR054W" 5.35948642596721e-10 1.75133667326061e-09 -0.544944201430454 38.5417491324411
"2003" "YOR114W" 5.50637426442541e-10 1.79843736584478e-09 0.958409667647462 38.4889794366283
"2004" "YNR039C" 5.53910257222324e-10 1.80822400336749e-09 0.596315549086982 38.4774138307383
"2005" "YJL188C" 5.6614740143925e-10 1.84725002504517e-09 -0.592562526910311 38.434767866972
"2006" "YOR355W" 5.7930469661832e-10 1.88923794879215e-09 0.518651459271742 38.3899327512635
"2007" "YPL146C" 5.90324254661799e-10 1.9242158814138e-09 -0.591588526265769 38.3531598644915
"2008" "YHR045W" 6.43898490614941e-10 2.09780075976242e-09 -0.532905666640842 38.1836452780466
"2009" "YOR207C" 6.48762472525479e-10 2.11259536847272e-09 -0.484080646861077 38.1689608622608
"2010" "YHR157W" 6.53515145615984e-10 2.12701297642775e-09 2.12999371068858 38.1547185742068
"2011" "YMR055C" 6.56645021176682e-10 2.13613711016303e-09 1.10488078872118 38.1453958282343
"2012" "YGL057C" 6.75467493938874e-10 2.1962765135925e-09 0.800631945349776 38.0902520580866
"2013" "YOR212W" 6.80164610363159e-10 2.2104505121688e-09 -0.502602210773182 38.076730900758
"2014" "YDR341C" 6.90188499690888e-10 2.24191319015779e-09 -0.516209724985813 38.0481859982632
"2015" "YOL113W" 6.97152831312885e-10 2.26341132627737e-09 0.680800648009079 38.0285970828153
"2016" "YCR067C" 7.00995450288166e-10 2.27475805346487e-09 -0.535590272258836 38.0178724665352
"2017" "YGR035C" 7.11292462669666e-10 2.30702790817301e-09 -2.57772488080912 37.9894214994638
"2018" "YDR499W" 7.31161145472777e-10 2.37029544781115e-09 0.595735171276875 37.9356706868411
"2019" "YOR091W" 7.48508725487868e-10 2.42533139283885e-09 -0.525963122988521 37.8899228073834
"2020" "YOR188W" 7.5262605193497e-10 2.43746516423692e-09 -0.522223238176488 37.8792207784594
"2021" "YNL029C" 7.53635033060892e-10 2.43952517876514e-09 -0.692317738718035 37.8766071101238
"2022" "YHR005C-A" 7.58203599614111e-10 2.453099875705e-09 -0.671832410305258 37.8648163575427
"2023" "YKR078W" 8.1181578505806e-10 2.62525895494307e-09 0.76884570202996 37.7315337425442
"2024" "YNL259C" 8.343012076145e-10 2.69663957520457e-09 -1.14071189031823 37.6782385248477
"2025" "YGL105W" 8.5118658433646e-10 2.74985809122426e-09 -0.50159670991347 37.6391537156596
"2026" "YER007C-A" 8.64916517635055e-10 2.79283507323225e-09 -0.681341882490367 37.6079408910184
"2027" "YMR216C" 8.8680093535352e-10 2.86208767591649e-09 -0.512319502344108 37.5592013556313
"2028" "YGR048W" 8.92405145287769e-10 2.87875466492731e-09 0.564199725438253 37.546913698303
"2029" "YPL058C" 9.42076336184915e-10 3.03748811795057e-09 1.30035978275626 37.441265823692
"2030" "YMR289W" 9.86068186734293e-10 3.17776259981071e-09 0.549482408002216 37.3522546304045
"2031" "YBL113C" 9.93509905722035e-10 3.20016829307413e-09 0.48815448811063 37.3375915582454
"2032" "YIL089W" 9.94849256181295e-10 3.20290543008762e-09 1.10728006040956 37.3349641995323
"2033" "YDR087C" 9.96295576722105e-10 3.20598409390852e-09 -0.704165251461314 37.3321309753907
"2034" "YGR239C" 1.00951257436929e-09 3.24691802434804e-09 0.624712564245654 37.3064290940601
"2035" "YPR075C" 1.0147429856188e-09 3.26213691003351e-09 0.620437160694695 37.2963509231674
"2036" "YOR148C" 1.02694342367671e-09 3.29973667863116e-09 0.783490501714815 37.2730433430468
"2037" "YGR031W" 1.03220851096856e-09 3.31502605731779e-09 0.777523438791478 37.2630704962871
"2038" "YKL038W" 1.05659499973631e-09 3.39168031809369e-09 0.582841706963778 37.2175334636083
"2039" "YPL277C" 1.06903549445462e-09 3.42993143929481e-09 1.18799214006004 37.194706999466
"2040" "YKR091W" 1.07183357213242e-09 3.4372231514168e-09 1.64709230946529 37.1896095864211
"2041" "YDL046W" 1.07384052285894e-09 3.44197192579285e-09 0.546147205009131 37.1859616120387
"2042" "YDR425W" 1.07832674689961e-09 3.45465895113479e-09 0.766010854779844 37.1778317603032
"2043" "YKR056W" 1.12547895891139e-09 3.60395660753712e-09 -0.52163780016597 37.0943754205715
"2044" "YGL110C" 1.13152171439682e-09 3.62153378453228e-09 0.558589101382916 37.0839340976428
"2045" "YJL167W" 1.14172066072163e-09 3.65238951708601e-09 -0.514628327529043 37.0664372535408
"2046" "YLR173W" 1.17745318339258e-09 3.76485763722105e-09 0.708453220379653 37.006347405369
"2047" "YJL159W" 1.19571643175067e-09 3.82138588007469e-09 0.649143888243669 36.9763363322986
"2048" "YMR038C" 1.21612955364604e-09 3.88472633786737e-09 -0.613289415481216 36.9433309277648
"2049" "YGL062W" 1.2171354294648e-09 3.88604196171727e-09 0.640451077244163 36.9417189281302
"2050" "YDL111C" 1.22702829470922e-09 3.91571663609157e-09 -0.632794859143686 36.925935487914
"2051" "YGR145W" 1.25017547832523e-09 3.98763919025044e-09 -0.593937830833888 36.8894979361615
"2052" "YDR222W" 1.29484838388616e-09 4.12811799580082e-09 0.761573519653705 36.8210465519915
"2053" "YGR265W" 1.3199934522513e-09 4.20623339728594e-09 -1.26538779574702 36.7835500254396
"2054" "YPL258C" 1.32958695521715e-09 4.23474092552609e-09 1.03791491863648 36.7694322936045
"2055" "YOL119C" 1.33443058740458e-09 4.2480997093921e-09 0.527645469836998 36.7623431388421
"2056" "YKL049C" 1.3439240572627e-09 4.2762408475742e-09 0.722115458584017 36.7485228971346
"2057" "YAL028W" 1.35274510420816e-09 4.30221607765183e-09 1.0493323423158 36.7357688753501
"2058" "YJR080C" 1.37602590723162e-09 4.37212940161122e-09 0.504686843659056 36.7025038407129
"2059" "YML079W" 1.37606457320659e-09 4.37212940161122e-09 0.624119921660635 36.702449062472
"2060" "YER025W" 1.38077018539298e-09 4.38495075380625e-09 -0.52665468826207 36.695794083557
"2061" "YNL135C" 1.38689540328631e-09 4.40226575851481e-09 0.50946076410501 36.6871653448018
"2062" "YNL197C" 1.42245182002902e-09 4.51293880049944e-09 -0.526330933042288 36.6378177316309
"2063" "YDR161W" 1.43482438136074e-09 4.54998599266212e-09 -0.593066787245145 36.6209354548742
"2064" "YER008C" 1.44634882171013e-09 4.58430910447077e-09 -0.463606992276515 36.60534104134
"2065" "YOR352W" 1.47959969439258e-09 4.68712909801166e-09 0.874649669323651 36.5610350235636
"2066" "YOR210W" 1.48022144856192e-09 4.68712909801166e-09 -1.14849886928964 36.5602160791738
"2067" "YDL205C" 1.55350830015124e-09 4.91681243327982e-09 -0.545319490216547 36.466022530996
"2068" "YDR125C" 1.58471249611285e-09 5.01314755781928e-09 1.10115413513914 36.4272600028769
"2069" "YPL070W" 1.599985493219e-09 5.05901647976738e-09 0.654011941265321 36.4085652681483
"2070" "YBR177C" 1.60384966475933e-09 5.06878478592055e-09 -0.466042811005987 36.4038636969622
"2071" "YLR010C" 1.63394632989529e-09 5.16140844528004e-09 1.27344689308084 36.3676283824639
"2072" "YLR281C" 1.64582318865331e-09 5.19641665066118e-09 1.41611240105046 36.3535126478674
"2073" "YGR079W" 1.69325993077437e-09 5.34361141684802e-09 -0.884824645510533 36.2981330174795
"2074" "YJL146W" 1.75147449723626e-09 5.52466063689471e-09 0.677022714746256 36.2322561717174
"2075" "YMR239C" 1.76477777241839e-09 5.56250055434437e-09 -0.750893490823782 36.2175098276958
"2076" "YAL030W" 1.76517137737984e-09 5.56250055434437e-09 1.23103957203317 36.2170752237804
"2077" "YDR289C" 1.77481264507049e-09 5.59018985269674e-09 0.613092356903469 36.2064598861257
