"" "gene.id" "p.value" "q.value" "log.fc" "test.stat....voomTTbl.t"
"869" "YDR329C" 8.84331363744806e-09 6.86274707190809e-08 0.946367956973197 12.7033338131167
"870" "YCL039W" 9.98113888549203e-09 7.6009541055687e-08 1.01896214967553 12.5785295610705
"871" "YMR229C" 8.37522976282506e-09 6.59335175793039e-08 -1.05745146373336 -12.7597556254753
"872" "YDL027C" 1.03919956499642e-08 7.8323082421735e-08 1.4864224336041 12.537169106762
"873" "YOR338W" 1.88188139070125e-08 1.28510104989223e-07 3.90763405720733 11.9415755385618
"874" "YOR245C" 1.08857900514367e-08 8.12027805205235e-08 1.0434433400604 12.4897148895889
"875" "YPL273W" 9.99208274348682e-09 7.6009541055687e-08 -1.13284120457271 -12.577404407319
"876" "YNL055C" 8.45191567879476e-09 6.63774698327435e-08 1.03545299248552 12.7502843276977
"877" "YBL061C" 1.02520287117066e-08 7.76579746622786e-08 -1.00212729113937 -12.5510598322111
"878" "YLR388W" 1.25574303395854e-08 9.09753148190118e-08 -1.52500878076711 -12.3446466669864
"879" "YDL168W" 8.84175790564242e-09 6.86274707190809e-08 0.850417808622072 12.7035159994107
"880" "YPL154C" 8.63646529058801e-09 6.74221431157837e-08 1.15394413344897 12.7278629117289
"881" "YGL045W" 1.47419769737336e-08 1.04149042507738e-07 1.47086004278243 12.1834867219899
"882" "YHR016C" 1.09371327229606e-08 8.14216953951605e-08 1.07060531043063 12.4849134926573
"883" "YJR124C" 1.29516207905493e-08 9.33144308499705e-08 -1.39009713932067 -12.3134490151578
"884" "YJL138C" 8.75157805928294e-09 6.80770792673353e-08 -0.929393695724676 -12.7141356813753
"885" "YNL335W" 1.96435960317434e-08 1.33584620831253e-07 2.40756687746747 11.8994975677441
"886" "YML052W" 9.28955082141665e-09 7.15809675779832e-08 -0.993546168097154 -12.6524448315913
"887" "YPL198W" 9.55184996124016e-09 7.3085616896413e-08 -1.01145926542438 -12.6237385674678
"888" "YER039C" 1.94008295479158e-08 1.32070995736176e-07 2.16321227451023 11.9116836016612
"889" "YGL001C" 1.04834630283097e-08 7.87511867641384e-08 -1.07707546436976 -12.5281993363446
"890" "YFL045C" 9.53069763258852e-09 7.30091614899228e-08 -0.768714640415114 -12.626022048591
"891" "YLR237W" 1.06357341424721e-08 7.95188260114887e-08 1.20844308483013 12.5134509609268
"892" "YOR272W" 1.10059053963157e-08 8.16720800701871e-08 -0.951651324771833 -12.4785197463697
"893" "YNR013C" 1.04915610574116e-08 7.87511867641384e-08 -1.03504604473476 -12.527409239163
"894" "YOR047C" 1.65890831036164e-08 1.15330267442995e-07 -1.61630814243371 -12.0660151232941
"895" "YDL167C" 1.15103358504235e-08 8.46074349814278e-08 -1.1299613894292 -12.4328910008914
"896" "YGL191W" 1.02824709767209e-08 7.76765879095937e-08 0.920125094770045 12.5480214588582
"897" "YOR340C" 1.23970565991e-08 9.00128127317558e-08 -1.08280617484921 -12.3576402365326
"898" "YHL021C" 1.22845549244204e-08 8.95173104676714e-08 2.01959835332361 12.366862955844
"899" "YDL052C" 1.23248406394305e-08 8.96163901296912e-08 -1.08942329079403 -12.3635500470318
"900" "YCR076C" 1.38727934083092e-08 9.87549667868975e-08 1.35129538528891 12.2443375079309
"901" "YER158C" 1.36184994742922e-08 9.73685503396937e-08 1.35486644586989 12.2629139408014
"902" "YPR005C" 1.73220066555951e-08 1.19789183447044e-07 1.71029434091126 12.0232329223638
"903" "YPR187W" 1.09997625172757e-08 8.16720800701871e-08 -0.898140650932131 -12.4790891046563
"904" "YLR022C" 1.51731751175253e-08 1.06964344416864e-07 -1.28209980975769 -12.154707878292
"905" "YNL010W" 1.12914025690975e-08 8.33916617172349e-08 -0.867667349925787 -12.4524267117395
"906" "YMR272C" 1.08092732243246e-08 8.07240472985518e-08 -0.985578359470089 -12.496915635109
"907" "YOL103W" 1.10722416860961e-08 8.20323953685627e-08 -0.945888676183466 -12.4723928788097
"908" "YDR211W" 1.04969481593287e-08 7.87511867641384e-08 -0.858078956578234 -12.5268839992424
"909" "YPL181W" 1.10111242161273e-08 8.16720800701871e-08 0.820502083323193 12.4780363023936
"910" "YPR074C" 1.02607685384835e-08 7.76579746622786e-08 -0.957883475251133 -12.55018654315
"911" "YGR086C" 1.03398891600081e-08 7.80202478486426e-08 0.804215253220941 12.5423167871815
"912" "YBR208C" 1.09400290816793e-08 8.14216953951605e-08 0.939641667642481 12.4846433536813
"913" "YGR234W" 1.0486792373674e-08 7.87511867641384e-08 -1.29321957173162 -12.527874424415
"914" "YBR047W" 2.41488425389141e-08 1.59500789798801e-07 3.06193745033741 11.6986806951089
"915" "YDR358W" 1.43006758180564e-08 1.01469654231806e-07 1.50287564324096 12.2138874713882
"916" "YBR147W" 1.3777099988361e-08 9.82876642572057e-08 1.2170039710028 12.2512849409644
"917" "YGR201C" 1.77514041759288e-08 1.22184866567235e-07 2.20420467708949 11.9990582179768
"918" "YDR043C" 1.53120353401636e-08 1.0771111311328e-07 1.58776924961697 12.1456259861273
"919" "YOR243C" 1.16659215719624e-08 8.55588104526656e-08 -1.05624711517819 -12.4192479840171
"920" "YKL221W" 2.5596019051494e-08 1.66948311699774e-07 3.24712665805836 11.6425936114261
"921" "YFL011W" 2.20654635693525e-08 1.48053602739184e-07 4.39145701582036 11.7860742095783
"922" "YJL148W" 1.42706989023069e-08 1.01366897088916e-07 -1.26341851750667 -12.2159888235591
"923" "YJR115W" 2.55266865328317e-08 1.66822341937961e-07 2.65526731724533 11.6452025195266
"924" "YHR064C" 1.13325435571772e-08 8.35822998320778e-08 -0.814765033219223 -12.4487248957572
"925" "YGR032W" 1.1588213144357e-08 8.50842765324172e-08 2.08369809994945 12.4260375937382
"926" "YOR363C" 1.31274797084286e-08 9.42437468594384e-08 0.942814745963432 12.2998570571855
"927" "YNR051C" 1.2062860433223e-08 8.80968715775469e-08 -0.957255060302002 -12.3853045475576
"928" "YGL055W" 1.1832569108267e-08 8.65868759578103e-08 1.31405258663243 12.4048492178701
"929" "YAL003W" 1.17449088471423e-08 8.60416502553248e-08 -0.872369441926277 -12.4123960418977
"930" "YEL029C" 1.73612071930357e-08 1.1993349256266e-07 -1.15511698214569 -12.02099952691
"931" "YDR306C" 1.47627498880336e-08 1.04183289932595e-07 0.987321338214608 12.1820797756479
"932" "YDR093W" 1.29389614271337e-08 9.33144308499705e-08 -0.873631063052808 -12.3144350507245
"933" "YLL060C" 2.33474644588857e-08 1.55538811089644e-07 1.94640756097015 11.7313067026627
"934" "YGL146C" 2.4878585661464e-08 1.63573575273666e-07 2.1595010516053 11.669962590193
"935" "YLR193C" 1.71486578732931e-08 1.18841652338012e-07 1.22609103107182 12.0331744513914
"936" "YGL195W" 1.20658509528404e-08 8.80968715775469e-08 -0.854678749729759 -12.3850533768871
"937" "YPR008W" 1.31382294612974e-08 9.42437468594384e-08 1.0176130676551 12.2990325459532
"938" "YJR109C" 1.22877628859628e-08 8.95173104676714e-08 0.986573033965685 12.3665987225013
"939" "YBL004W" 1.2495025633869e-08 9.06235672913207e-08 -0.882880164260401 -12.3496815180823
"940" "YCR043C" 2.29805122709518e-08 1.53563341446953e-07 -1.75108806336541 -11.7466480679866
"941" "RUF5-1" 1.2894312128105e-08 9.31066114150804e-08 1.31618949673021 12.3179210334871
"942" "YPL006W" 1.40613137722314e-08 9.99881681499325e-08 0.888154948881041 12.2307994791753
"943" "YLR186W" 1.6244761337049e-08 1.13601291340326e-07 -1.09760584858742 -12.0868171229704
"944" "YHR019C" 1.30609669433518e-08 9.39987301907675e-08 -0.93570690417844 -12.3049747313847
"945" "YDR214W" 1.32631008758661e-08 9.50352748410907e-08 0.951737717951569 12.2895073880319
"946" "YGL117W" 1.65087676516892e-08 1.14896064089841e-07 1.0660136861501 12.0708257698778
"947" "YBR130C" 1.85578166993239e-08 1.27125902457567e-07 -1.12629955120613 -11.9553027927984
"948" "YLR267W" 2.41176680699096e-08 1.59500789798801e-07 2.184714225087 11.6999281118308
"949" "YCL033C" 1.916617752029e-08 1.30609513893476e-07 1.28757575311051 11.9236182859945
"950" "YLL056C" 2.83789646838666e-08 1.81958807194918e-07 1.98589085454981 11.5436818069447
"951" "YBR043C" 1.56204099456225e-08 1.0940976644996e-07 0.817632299920042 12.1257684683527
"952" "YDR275W" 2.02045606066111e-08 1.36688971549586e-07 2.05910399635743 11.871944332885
"953" "YOL014W" 3.36811143744808e-08 2.09052988840468e-07 -3.90782415891635 -11.3810711927392
"954" "YJL134W" 1.6611809332196e-08 1.15365665234848e-07 -0.957952590912941 -12.0646584129195
"955" "YHR209W" 2.50033978070785e-08 1.63735964418326e-07 2.15236158332614 11.6651410520033
"956" "YGR185C" 1.45443080693119e-08 1.0286363609669e-07 -0.81838751909835 -12.1969818647122
"957" "YPR150W" 3.15743791458014e-08 1.99057972404529e-07 4.00032918850414 11.442165094942
"958" "YLR432W" 1.45264130911176e-08 1.02848262383216e-07 -0.746181361682822 -12.1982132522011
"959" "YOR067C" 1.68711261720273e-08 1.17042319636694e-07 -0.924733672589462 -12.0493167938862
"960" "YOR134W" 3.28857974668487e-08 2.05481267457616e-07 2.31879753776088 11.4036421050402
"961" "YNL116W" 1.71915723553781e-08 1.19012980263369e-07 0.941670427191953 12.0307033351401
"962" "YDL113C" 1.8014602140393e-08 1.2366372214318e-07 0.959789015571169 11.9845475545087
"963" "YMR322C" 3.50838853844347e-08 2.16119376822007e-07 4.28138278671407 11.3426154070349
"964" "YGR154C" 2.73584606164469e-08 1.76856768135173e-07 2.04377098987678 11.5786980667378
"965" "YML004C" 1.53886319458603e-08 1.08113538999827e-07 0.993219707502589 12.140653948177
"966" "YDR101C" 1.62535629309913e-08 1.13601291340326e-07 -0.967881175776629 -12.0862795283717
"967" "YLR288C" 2.10389683565866e-08 1.41893743287412e-07 1.04070858386722 11.8324379779641
"968" "YNL208W" 1.55178751417069e-08 1.08808080575612e-07 1.62126664255518 12.1323242250743
"969" "YGR027C" 1.54022956814183e-08 1.08113538999827e-07 -0.800693529103452 -12.1397697903241
"970" "YKR066C" 1.65090645436335e-08 1.14896064089841e-07 0.87399201016538 12.0708079409162
"971" "YDL234C" 1.81561102262567e-08 1.24504479140641e-07 1.46745584235186 11.9768393316294
"972" "YEL070W" 3.65663649242255e-08 2.23567438630171e-07 3.86767681225915 11.3037207081882
"973" "YIL110W" 2.1096174553149e-08 1.42133031850361e-07 -1.08157827237825 -11.8297910933598
"974" "YMR199W" 1.99566862681732e-08 1.35188719894251e-07 1.16910481828376 11.8840171542511
"975" "YER156C" 1.77618171974076e-08 1.22184866567235e-07 -0.918918772062077 -11.9984797665657
"976" "YDR379C-A" 3.76756788441573e-08 2.29705769802868e-07 2.93937486250276 11.2757029796171
"977" "YCR072C" 2.38645140519624e-08 1.58177964465996e-07 -1.25269153168696 -11.7101221153559
"978" "YKR081C" 1.86728599757728e-08 1.27780177784002e-07 -0.904303812236108 -11.9492267646984
"979" "YPL093W" 1.63681208366906e-08 1.14279878883277e-07 -0.829207899435692 -12.0793106816653
"980" "YGR161W-C" 3.51960716172665e-08 2.16606491552359e-07 2.35311862066464 11.3396111665385
"981" "YDR055W" 1.64612172696691e-08 1.14807338356264e-07 0.882401224419367 12.0736857006546
"982" "YGL080W" 2.6316649554797e-08 1.70797144233613e-07 1.5747349857621 11.6159160458513
"983" "YBL098W" 1.75425943721847e-08 1.2093114055093e-07 -1.12964799819881 -12.0107349779533
"984" "YOL124C" 1.98983240667532e-08 1.35176361417133e-07 -0.95016013697868 -11.8868830312618
"985" "YOR161C" 1.87015130491577e-08 1.27842527029874e-07 1.47942924475095 11.9477196741034
"986" "YCL054W" 1.74488643816059e-08 1.2041188901315e-07 -1.06865070984812 -12.0160248331332
"987" "YJR155W" 2.62037518119567e-08 1.70233311175591e-07 1.55233811064367 11.6200435305231
"988" "YCL052C" 1.89500453714772e-08 1.292713209804e-07 0.854476017511537 11.9347500777986
"989" "YNL117W" 3.59548426293043e-08 2.20034219346032e-07 5.19760552067925 11.3195568589097
"990" "YDR038C" 2.49751510242058e-08 1.63714867735826e-07 1.80397501674737 11.6662299793808
"991" "YPR007C" 4.18373395911824e-08 2.52025668145042e-07 3.53714256259134 11.1779299176711
"992" "YLR435W" 2.49366864073069e-08 1.6366151521438e-07 -1.24365346458677 -11.6677149282208
"993" "YKL004W" 1.99205984544214e-08 1.35187297809984e-07 -0.916266154544083 -11.885788187801
"994" "YOR147W" 2.16970761143322e-08 1.45731285359303e-07 0.920288619500653 11.8024428060357
"995" "YMR123W" 3.02145547001095e-08 1.92279782926183e-07 -1.34083187119698 -11.4839594053225
"996" "YDL224C" 2.05447488677692e-08 1.38846846170399e-07 0.827195883459501 11.8556306702018
"997" "YOR324C" 2.80157811940444e-08 1.80038546730293e-07 1.21009386317082 11.5559870906612
"998" "YBR225W" 2.55512055368139e-08 1.66822341937961e-07 0.961983097229043 11.6442790309973
"999" "YPL032C" 2.08160105854372e-08 1.40534923890537e-07 -0.796081478079861 -11.8428280033496
"1000" "YOL158C" 2.33719632726851e-08 1.55543625361044e-07 -2.7851089414034 -11.730291663098
"1001" "YHR087W" 4.52087319085436e-08 2.68137374565451e-07 3.7078405388596 11.1060574440802
"1002" "YMR083W" 1.99621374836206e-08 1.35188719894251e-07 -1.01260494633273 -11.8837499299386
"1003" "YLR307C-A" 2.69761790818558e-08 1.74904027307731e-07 7.36756406856307 11.5921760638573
"1004" "YKL149C" 2.89345257870787e-08 1.84850103017254e-07 1.08516187383329 11.5251804197495
"1005" "YAL036C" 2.35081118231594e-08 1.56132048271177e-07 -0.933170648773583 -11.724671376204
"1006" "YLR420W" 2.38624968233452e-08 1.58177964465996e-07 -1.03708314453168 -11.7102038086253
"1007" "YKL165C" 2.29664479714272e-08 1.53563341446953e-07 -1.01572048191022 -11.7472412622483
"1008" "YPR034W" 2.33970478848473e-08 1.55552324453934e-07 -0.812491841085448 -11.7292535305378
"1009" "YJL082W" 2.40640546806631e-08 1.59339115102123e-07 1.24735171549075 11.7020774373122
"1010" "YDR496C" 2.23470235829734e-08 1.4963585289643e-07 -1.1456320043669 -11.7737594074897
"1011" "YNL013C" 4.24325918452612e-08 2.54648653760278e-07 4.52049510847408 11.1648000235074
"1012" "YBR142W" 2.41859956405397e-08 1.59500789798801e-07 -1.11578090745034 -11.6971962955424
"1013" "YLR075W" 2.12795355273001e-08 1.43220906810285e-07 -0.751883920408702 -11.8213585618616
"1014" "YNL305C" 2.51438335726447e-08 1.64490959232242e-07 1.25339634487105 11.6597466343376
"1015" "YNL062C" 2.71809213333574e-08 1.75882875729797e-07 -0.948525211929863 -11.5849323178948
"1016" "YIL024C" 4.35730260473779e-08 2.59819297763574e-07 2.50525677164573 11.1401855328391
"1017" "YDL238C" 3.57124630870188e-08 2.19165978907389e-07 1.32032995518601 11.3259133946935
"1018" "YNL067W" 2.15624237397259e-08 1.44975720560418e-07 -0.735616095775816 -11.8085001057399
"1019" "YJL210W" 3.12975137676771e-08 1.98015797938243e-07 1.25297381967247 11.4505165829254
"1020" "YLR201C" 3.27706103970177e-08 2.0495729753087e-07 1.25078329596772 11.4069593870669
"1021" "YKL091C" 3.21019823527608e-08 2.01160123133871e-07 1.24676025359259 11.4264647471772
"1022" "YIL046W" 2.31043780641358e-08 1.54076290821179e-07 0.792543521114796 11.7414404436338
"1023" "YLL012W" 2.47488681546539e-08 1.6288440187902e-07 -1.04741088132989 -11.6750011043098
"1024" "YJL217W" 2.75589870183532e-08 1.77626495639475e-07 1.5060826608883 11.5717084238607
"1025" "YJR147W" 3.3458829775852e-08 2.08246143939101e-07 -1.29024005780016 -11.3873217531905
"1026" "YIL078W" 2.21929330123467e-08 1.48756319433168e-07 -0.774337656319804 -11.780478293345
"1027" "YIL036W" 2.57286698434526e-08 1.67479560314295e-07 0.972184050000295 11.6376230915776
"1028" "YER162C" 2.89622983174389e-08 1.84850103017254e-07 1.09044966886608 11.5242655226527
"1029" "YHR099W" 2.30906175402136e-08 1.54076290821179e-07 -0.803732684644842 -11.742017494523
"1030" "YPL229W" 3.8094501945889e-08 2.32043046303544e-07 1.3392646361968 11.2653533844612
"1031" "YMR160W" 2.84105735312727e-08 1.81958807194918e-07 0.946222294804838 11.5426188167165
"1032" "YPR083W" 3.18636678140902e-08 2.00434725807479e-07 1.08875607655353 11.4335220660127
"1033" "YKL205W" 2.5852284619541e-08 1.68116944315146e-07 -0.966714848242663 -11.6330157546948
"1034" "YJL164C" 3.7288236771849e-08 2.2776810920769e-07 1.45418339379736 11.2853871712185
"1035" "YJL196C" 2.56906594433251e-08 1.67398699281109e-07 -1.06462172954399 -11.6390445630873
"1036" "YDR099W" 2.41650648706784e-08 1.59500789798801e-07 0.822256888775007 11.6980322547484
"1037" "YMR230W" 2.78024415936562e-08 1.79019264670964e-07 -1.03136142843531 -11.5632951607783
"1038" "YMR212C" 2.71710138591824e-08 1.75882875729797e-07 -0.967590088812229 -11.5852814978622
"1039" "YLL061W" 2.49419949050346e-08 1.6366151521438e-07 1.25425178874828 11.6675098449989
"1040" "YNL270C" 5.9446348762045e-08 3.41738149034533e-07 3.92612704160718 10.8551786931733
"1041" "YKL023W" 3.31746735132974e-08 2.06891052549086e-07 1.09899558033271 11.3953770607322
"1042" "YML072C" 2.47455551540741e-08 1.6288440187902e-07 -0.835870791408434 -11.6751301580151
"1043" "YBR154C" 3.06071950117138e-08 1.94400261909351e-07 -0.87453910256429 -11.4716883666822
"1044" "YBR042C" 3.46437252291441e-08 2.1401251222763e-07 -1.08813889143705 -11.3545024457359
"1045" "YCL038C" 3.47920184999178e-08 2.14725834930625e-07 1.18330143839071 11.3504796733897
"1046" "YOR085W" 2.98037960641859e-08 1.90035510576905e-07 -0.972202869254575 -11.4969804573079
"1047" "YDR083W" 3.08560783840143e-08 1.95601225569982e-07 -0.945050892977858 -11.4639969188789
"1048" "YIL015W" 3.05047331284541e-08 1.93937768830269e-07 -1.59664479957476 -11.474874275185
"1049" "YNL002C" 2.73876181303485e-08 1.76870481548608e-07 -0.749185670358872 -11.5776783426634
"1050" "YFL052W" 6.51947980215955e-08 3.69587841124157e-07 2.660134695071 10.7716437870598
"1051" "YLR423C" 4.37533814080139e-08 2.60213291973842e-07 1.2875037039566 11.1363559547412
"1052" "YKL100C" 2.74933427531134e-08 1.77378154133006e-07 0.868903822070072 11.5739905495125
"1053" "YGR200C" 2.84258485101201e-08 1.81958807194918e-07 -0.794427269169578 -11.542105579525
"1054" "YNL175C" 3.45564285302828e-08 2.13675005146607e-07 -1.2322684350381 -11.3568791694167
"1055" "YDR142C" 4.05443575921309e-08 2.45190241809456e-07 1.2378237741871 11.2071512048647
"1056" "YBL081W" 4.20570505805633e-08 2.53116122261311e-07 -1.23697304372178 -11.1730604950041
"1057" "YMR139W" 3.4488639944915e-08 2.1363371861564e-07 1.07618046002767 11.358729198756
"1058" "YPL244C" 3.33361215922561e-08 2.07699911863371e-07 -1.1440340143609 -11.3907913010344
"1059" "YDR009W" 6.15665872335991e-08 3.52378489660722e-07 2.44004286281019 10.8234017738946
"1060" "YGR103W" 2.79134661458887e-08 1.7955741939666e-07 -1.0828713695689 -11.5594845005032
"1061" "YPR119W" 3.86772906642064e-08 2.35155051603382e-07 -1.20677534347003 -11.2511525440277
"1062" "YOR052C" 3.38720210178718e-08 2.10038636491865e-07 1.10255656665504 11.3757380567933
"1063" "YDR365C" 2.80541069640641e-08 1.80107917329644e-07 0.851564922994083 11.5546805239036
"1064" "YBR285W" 6.96289921308825e-08 3.92345276933879e-07 4.34493450065333 10.7124133523368
"1065" "YDL024C" 6.94510450897281e-08 3.91679945669829e-07 2.80103790676041 10.7147118011643
"1066" "YJL161W" 6.94407146463765e-08 3.91679945669829e-07 2.99970572350195 10.714845427161
"1067" "YBR121C" 2.85257957893725e-08 1.82420093894501e-07 -0.742816746075418 -11.5387546224846
"1068" "YJL183W" 3.11914973831048e-08 1.97536085072867e-07 -0.831434235769198 -11.4537354335279
"1069" "YJR025C" 3.14046976096161e-08 1.98310358843734e-07 -0.920822775598525 -11.4472741107577
"1070" "YNL169C" 3.2098332452087e-08 2.01160123133871e-07 -0.899350549575087 -11.426572410652
"1071" "YBR045C" 5.12490386421329e-08 3.0015327734721e-07 1.4135270746476 10.9905613780596
"1072" "YGL184C" 3.1614373789102e-08 1.99057972404529e-07 1.03657767182596 11.4409651518009
"1073" "YDR040C" 4.77520452486148e-08 2.82198626934451e-07 1.68238118806652 11.0555295112953
"1074" "YIR034C" 3.00484114257775e-08 1.9140867336654e-07 -0.884428628662482 -11.4892032266099
"1075" "YDL181W" 4.20977337482152e-08 2.5312810126914e-07 1.72238921499868 11.1721618225342
"1076" "YPL169C" 3.48924698209458e-08 2.15142825229621e-07 -0.859759545426069 -11.3477651120387
"1077" "YPL280W" 6.85276181707775e-08 3.87474224782391e-07 5.52531951062733 10.7267411021531
"1078" "YGR254W" 3.06444644873935e-08 1.94448192702744e-07 1.31034055091932 11.4705323508899
"1079" "YLR192C" 3.13474048017719e-08 1.98139828225306e-07 -0.795118129870257 -11.4490058302267
"1080" "YDL051W" 3.34874569587181e-08 2.08246143939101e-07 -0.838562724467354 -11.3865142818769
"1081" "YNL065W" 5.02016799873776e-08 2.95607012130895e-07 -1.60153606502604 -11.0095100720082
"1082" "YNR068C" 6.42196789813913e-08 3.64862660993915e-07 2.07914227047726 10.7852461383284
"1083" "YPL050C" 3.19871083214701e-08 2.01017927607164e-07 -0.725481443620482 -11.4298595497415
"1084" "YLR447C" 3.15972372606906e-08 1.99057972404529e-07 -0.750955775349036 -11.4414790933875
"1085" "YGR123C" 3.95021284154206e-08 2.39724419381894e-07 -1.04205448092281 -11.231439724568
"1086" "YLL055W" 3.56236272357268e-08 2.18826074531572e-07 0.898507445717375 11.3282547158817
"1087" "YMR030W" 5.8418250087492e-08 3.37505935008638e-07 1.62329460546437 10.8710258554146
"1088" "RUF5-2" 3.25565340161131e-08 2.0381324931427e-07 1.29531525824374 11.4131578225843
"1089" "YNL332W" 8.15331272472587e-08 4.53562685758135e-07 3.30834564437068 10.5714170054583
"1090" "YDR023W" 3.20419133708785e-08 2.01160123133871e-07 -0.745773017720529 -11.4282383069184
"1091" "YPR093C" 5.76317096939772e-08 3.33356891969937e-07 1.47661540765043 10.8833520632938
"1092" "YJR001W" 3.35450559604907e-08 2.08406226109715e-07 -0.738096992226676 -11.3848918512327
"1093" "YPL248C" 4.89138947990057e-08 2.885434623761e-07 1.11267277475092 11.0333958878923
"1094" "YPL018W" 5.69791986691683e-08 3.30459146891577e-07 1.2878943009793 10.8937149740679
"1095" "YKL127W" 3.74472526426662e-08 2.28526051108509e-07 -0.872606834272991 -11.2813995881768
"1096" "YCL030C" 3.31288472316715e-08 2.06802403234346e-07 -0.941661029039824 -11.3966830536311
"1097" "YMR137C" 5.11561255786619e-08 3.00146523350319e-07 1.09238633532695 10.9922255559834
"1098" "YDR244W" 3.85653035517881e-08 2.34692293800742e-07 0.829110271437016 11.2538635158082
"1099" "YER175C" 4.31021632934494e-08 2.57275868855607e-07 1.13254067394376 11.1502639721337
"1100" "YNR058W" 5.34559561701676e-08 3.11128883687933e-07 1.7319621465747 10.9519533911778
"1101" "YNR056C" 6.05340336628734e-08 3.47075940598175e-07 1.61740721153507 10.8387285877463
"1102" "YPL078C" 3.45170957775499e-08 2.1363371861564e-07 0.78672442513663 11.3579521331701
"1103" "YGR019W" 4.24971701514028e-08 2.54648653760278e-07 1.1838568499554 11.1633874209514
"1104" "YJL084C" 4.25063176255309e-08 2.54648653760278e-07 1.08109432144119 11.1631875121911
"1105" "YPL217C" 3.58607888600013e-08 2.19821471591525e-07 -0.958098532353172 -11.3220180180041
"1106" "YER056C" 3.54912079177301e-08 2.1821755845657e-07 -0.969622367439094 -11.3317563117847
"1107" "YGL028C" 3.90098578909794e-08 2.36956815527193e-07 -0.813057002368392 -11.2431509606294
"1108" "YBL076C" 3.58864768663633e-08 2.19821471591525e-07 -0.745244775028308 -11.3213451410878
"1109" "YNL182C" 4.6976811876671e-08 2.77868266995643e-07 -1.19487496865151 -11.0706203659932
"1110" "YFR032C-A" 3.98373163663877e-08 2.41310855248989e-07 -1.28765725652136 -11.2235544127689
"1111" "YNL111C" 4.50859439119536e-08 2.67651765038113e-07 -1.05375833787136 -11.1085732017948
"1112" "YDR461C-A" 8.10391188667689e-08 4.51198226065023e-07 2.00841950821568 10.5768184667723
"1113" "YJR130C" 4.09674637705219e-08 2.47240911426895e-07 0.897011564593383 11.1974807534575
"1114" "YNL308C" 3.95599486573954e-08 2.39852811970974e-07 -0.79394984619366 -11.2300744101058
"1115" "YBR082C" 4.36299106151437e-08 2.59819297763574e-07 -0.886965292189496 -11.1389758480697
"1116" "YLR437C-A" 9.81544359063976e-08 5.3288491261382e-07 3.51732255436436 10.4075816269404
"1117" "YJL206C" 6.56039774743695e-08 3.71585472413269e-07 1.26835069294365 10.766000550335
"1118" "YMR197C" 5.05619426771103e-08 2.97460637584222e-07 1.09394382320806 11.0029449816039
"1119" "YGL200C" 4.05527119593139e-08 2.45190241809456e-07 -0.733724240892191 -11.2069592170351
"1120" "YIL072W" 8.26479319806252e-08 4.5937363722791e-07 1.97492198760179 10.5593550954917
"1121" "YFR020W" 5.06810342800426e-08 2.97893374896711e-07 -0.869633295771574 -11.0007857507495
"1122" "YOR042W" 4.3647417952028e-08 2.59819297763574e-07 0.765979356008047 11.1386038830267
"1123" "YGL245W" 4.08021666084547e-08 2.4647070540398e-07 -0.738002942064391 -11.2012460034895
"1124" "YGL027C" 4.30279069842966e-08 2.57067184923532e-07 -0.711365820673372 -11.1518641012824
"1125" "YGL125W" 4.1796308038013e-08 2.52010550400628e-07 -0.836357746498261 -11.1788423211962
"1126" "YHR174W" 4.29422018246689e-08 2.56789656615159e-07 -1.18504707223648 -11.1537146103306
"1127" "YKR028W" 4.24246133755256e-08 2.54648653760278e-07 -0.734131449041423 -11.1649747060152
"1128" "YGL010W" 6.89236737226793e-08 3.89377092827088e-07 1.41673525102791 10.721560694059
"1129" "YLR099C" 5.90901882379391e-08 3.40588556345901e-07 1.09963916232541 10.8606352045792
"1130" "YHL003C" 4.57723428739415e-08 2.71234299892505e-07 -0.971415737679241 -11.0946027213599
"1131" "YNL112W" 4.27691385280992e-08 2.55988750458211e-07 -0.892657316574668 -11.1574633771025
"1132" "YJL132W" 7.51284605135922e-08 4.21518343636295e-07 1.86743057576169 10.644314131281
"1133" "YPL143W" 5.19749909048827e-08 3.03318814005123e-07 -1.02102244968417 -10.9776686710135
"1134" "YJL155C" 6.02827695734693e-08 3.46242211193711e-07 1.45662284577534 10.8425004985761
"1135" "YDR331W" 5.84521896002425e-08 3.37505935008638e-07 -1.03543321759032 -10.8704979708328
"1136" "YOR021C" 5.16536759956586e-08 3.01982438215906e-07 -0.872847001216454 -10.9833512522774
"1137" "YBR079C" 4.40270442496293e-08 2.61603018602248e-07 -0.813200815287324 -11.1305772228041
"1138" "YOR389W" 6.06856403637385e-08 3.47640507232555e-07 1.2288746550143 10.8364607867949
"1139" "YPL185W" 1.08670104560883e-07 5.81154741773705e-07 5.75436371476267 10.31857482438
"1140" "YMR251W" 1.13960645004447e-07 6.03668453132867e-07 3.12481917020046 10.2772099872944
"1141" "YGL056C" 4.88840013215023e-08 2.885434623761e-07 0.755117253778491 11.0339583003927
"1142" "YLR264W" 5.93534873333973e-08 3.41504409969292e-07 -1.54391067299676 -10.8565979931322
"1143" "YDR304C" 5.11126719093822e-08 3.00146523350319e-07 -0.828096623337824 -10.9930049686961
"1144" "YBR115C" 4.60847577572645e-08 2.72838448188257e-07 -0.884600380921831 -11.0883179910451
"1145" "YNR065C" 5.88212899330324e-08 3.39337635574866e-07 -1.05728797406687 -10.8647781478631
